prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.20001912117004395,22.76381278038025,1746569904.0801938,1746569927.0440261
543,332,0.2552483081817627,27.647529363632202,1746569904.2476563,1746569932.1504347
550,286,0.22263193130493164,23.43866467475891,1746569904.4138424,1746569928.0751398
499,270,0.19374442100524902,21.439790964126587,1746569904.580917,1746569926.214453
1341,240,0.7346775531768799,19.51277995109558,1746569904.7476432,1746569924.9951017
765,125,0.5694029331207275,10.606016874313354,1746569904.9135642,1746569916.0889845
981,181,0.7447116374969482,14.974418640136719,1746569905.0809398,1746569920.8000703
968,244,0.48221397399902344,19.445462703704834,1746569905.2469025,1746569925.1745799
673,51,0.56060791015625,5.171582937240601,1746569905.4138615,1746569911.1460555
1209,77,0.9496316909790039,7.291430950164795,1746569905.752639,1746569913.9937022
341,136,0.7878108024597168,11.313780069351196,1746569905.9138596,1746569918.0154507
517,250,0.6240339279174805,19.034458875656128,1746569906.0807772,1746569925.7392704
477,262,0.6402666568756104,20.375727891921997,1746569906.2470415,1746569927.2630367
1056,162,0.17571496963500977,13.389754056930542,1746569906.413533,1746569919.9790027
222,310,0.16184592247009277,25.0546817779541,1746569906.5808935,1746569931.7974224
708,108,0.15947365760803223,9.274007558822632,1746569906.747231,1746569916.1807125
763,137,0.3214836120605469,11.193737506866455,1746569906.9135938,1746569918.4288154
875,247,0.21237993240356445,18.816097259521484,1746569907.2472656,1746569926.2757432
348,42,0.13163495063781738,3.977810859680176,1746569907.414203,1746569911.5236506
190,130,0.17010164260864258,10.769878149032593,1746569907.5807939,1746569918.5207744
1071,297,0.48474979400634766,23.203621864318848,1746569907.747465,1746569931.4358373
1184,327,0.30297231674194336,25.86625576019287,1746569907.9144948,1746569934.0837233
377,30,0.2819366455078125,3.385321617126465,1746569908.0802953,1746569911.7475538
924,222,0.46022486686706543,17.46808671951294,1746569908.2466564,1746569926.1749685
826,173,0.1858992576599121,13.442015409469604,1746569908.413965,1746569922.0418801
696,158,0.21835803985595703,12.3047513961792,1746569908.5807114,1746569921.1038218
717,276,0.34818482398986816,21.394291400909424,1746569908.7475603,1746569930.490037
507,246,0.3766515254974365,19.01598572731018,1746569908.9140296,1746569928.3066676
816,321,0.4526679515838623,24.933019876480103,1746569909.0803368,1746569934.466025
351,134,0.17470645904541016,10.61074423789978,1746569909.2474089,1746569920.0328598
340,84,0.22004008293151855,7.374764442443848,1746569909.4144516,1746569917.0092564
593,231,0.29636263847351074,17.698585748672485,1746569909.5801358,1746569927.5750847
982,186,0.48325133323669434,13.649887084960938,1746569909.7506306,1746569923.8837705
450,272,0.24640417098999023,21.037211418151855,1746569910.247156,1746569931.530772
535,250,0.3126804828643799,19.02836585044861,1746569910.4141622,1746569929.7552094
898,250,0.2982165813446045,19.082413911819458,1746569910.5803797,1746569929.9610105
633,120,0.322737455368042,8.793769836425781,1746569910.7467499,1746569919.8632576
686,101,0.3618795871734619,7.153790473937988,1746569910.9134374,1746569918.429108
1000,146,0.47777414321899414,10.85955023765564,1746569911.0831532,1746569922.420478
487,9,0.27568840980529785,0.9777717590332031,1746569911.2468488,1746569912.5003097
782,253,0.2651996612548828,18.800868272781372,1746569911.41423,1746569930.4802985
558,39,0.24837279319763184,3.4683616161346436,1746569911.580835,1746569915.29757
488,72,0.2868156433105469,5.421638011932373,1746569911.7477944,1746569917.4562483
780,350,0.22719955444335938,26.669548273086548,1746569912.0807137,1746569938.9774623
920,298,0.1843860149383545,22.876381635665894,1746569912.2466424,1746569935.3074107
614,281,0.23739290237426758,22.126019716262817,1746569912.4144714,1746569934.7778847
1204,112,0.6474685668945312,7.3001549243927,1746569912.5807981,1746569920.528422
889,194,0.48393678665161133,13.407395601272583,1746569912.7470536,1746569926.638387
578,272,1.4178519248962402,19.986695051193237,1746569912.9137185,1746569934.3182662
738,327,1.249924659729004,26.034284353256226,1746569913.0805166,1746569940.364726
997,289,0.24273180961608887,24.17215895652771,1746569913.2476816,1746569937.6625729
775,193,6.591344118118286,15.423882961273193,1746569913.7475605,1746569935.7627885
1596,223,6.8660523891448975,16.572251558303833,1746569913.921935,1746569937.3602395
895,261,7.218713760375977,21.21764087677002,1746569914.0805688,1746569942.516924
1218,162,11.480777740478516,12.680429697036743,1746569914.4140487,1746569938.5752566
1556,51,11.709911108016968,4.1083152294158936,1746569914.9212348,1746569930.7394617
602,150,11.547270774841309,11.554879665374756,1746569915.0886116,1746569938.1907628
1443,189,12.367687225341797,14.85650086402893,1746569915.5810823,1746569942.8052711
857,131,12.453311681747437,11.651124238967896,1746569915.913753,1746569940.0181897
1024,175,15.02692174911499,13.861230850219727,1746569916.087352,1746569944.975505
1152,67,10.774583101272583,6.2221901416778564,1746569916.4146187,1746569933.4113925
407,47,13.373901605606079,3.333380937576294,1746569916.5809007,1746569933.2881837
327,10,13.35721468925476,0.8083560466766357,1746569916.7474356,1746569930.9130068
1402,177,13.868231058120728,13.215738773345947,1746569916.9140847,1746569943.9980552
516,17,14.898593187332153,1.1110262870788574,1746569917.2471201,1746569933.25674
858,8,19.057847261428833,0.43424344062805176,1746569920.0802736,1746569939.5723648
1120,51,19.601403951644897,4.474838495254517,1746569920.5806205,1746569944.6568635
