prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
125.0,20.0,0.15114808082580566,1.0627877712249756,7733,2,1746600894.8290215,1746600896.0429578
174.0,20.0,0.18212389945983887,1.1033973693847656,7733,3,1746600926.8913827,1746600928.1769044
76.0,20.0,0.12699031829833984,0.9826333522796631,7734,1,1746600864.6584656,1746600865.7680895
125.0,20.0,0.10469245910644531,1.0380678176879883,7734,2,1746600896.6632128,1746600897.8059733
174.0,20.0,0.1866593360900879,1.0036647319793701,7734,3,1746600928.711692,1746600929.9020164
76.0,20.0,0.1219325065612793,0.994401216506958,7735,1,1746600866.500999,1746600867.617333
125.0,20.0,0.4547245502471924,0.9987425804138184,7735,2,1746600899.1935267,1746600900.646994
174.0,20.0,0.19133543968200684,1.3559131622314453,7735,3,1746600931.2873669,1746600932.8346164
76.0,20.0,0.23990821838378906,0.9859464168548584,7736,1,1746600868.463473,1746600869.6893284
125.0,20.0,0.24431896209716797,1.0137090682983398,7736,2,1746600900.5038395,1746600901.7618678
174.0,20.0,0.3964517116546631,1.1756887435913086,7736,3,1746600932.516597,1746600934.0887377
76.0,20.0,0.08849358558654785,0.992175817489624,7737,1,1746600838.3036404,1746600839.3843105
125.0,20.0,0.08125543594360352,1.0597178936004639,7737,2,1746600870.3832262,1746600871.5242004
174.0,20.0,0.09128117561340332,0.9991517066955566,7737,3,1746600902.42476,1746600903.515194
223.0,20.0,0.15460968017578125,1.214139461517334,7737,4,1746600934.4315033,1746600935.800253
76.0,20.0,0.07896971702575684,0.9731411933898926,7738,1,1746600840.2166586,1746600841.26877
125.0,20.0,0.12233829498291016,1.072624921798706,7738,2,1746600872.30133,1746600873.4962943
174.0,20.0,0.09351229667663574,1.011672019958496,7738,3,1746600904.3417652,1746600905.4469502
223.0,20.0,0.13673877716064453,1.218773603439331,7738,4,1746600936.3531458,1746600937.708659
76.0,20.0,0.11477327346801758,0.9833159446716309,7739,1,1746600842.137846,1746600843.2359357
125.0,20.0,0.12173938751220703,0.9961817264556885,7739,2,1746600874.2187238,1746600875.3366451
174.0,20.0,0.13835644721984863,1.2921996116638184,7739,3,1746600906.2626197,1746600907.693176
76.0,20.0,0.09808135032653809,0.9979712963104248,7740,1,1746600844.068419,1746600845.1644723
125.0,20.0,0.12609338760375977,1.0202386379241943,7740,2,1746600876.1370845,1746600877.283417
174.0,20.0,0.13428759574890137,1.195927619934082,7740,3,1746600908.178297,1746600909.5085125
76.0,20.0,0.11437678337097168,1.019637107849121,7741,1,1746600845.889522,1746600847.0235364
125.0,20.0,0.1228935718536377,1.0974419116973877,7741,2,1746600877.95753,1746600879.1778657
174.0,20.0,0.14484286308288574,1.2540860176086426,7741,3,1746600909.9962611,1746600911.3951902
76.0,20.0,0.12100434303283691,1.002763271331787,7742,1,1746600847.8028004,1746600848.9265687
125.0,20.0,0.12401604652404785,1.0490894317626953,7742,2,1746600879.8714066,1746600881.0445125
174.0,20.0,0.15534567832946777,1.2012274265289307,7742,3,1746600911.9173212,1746600913.273895
76.0,20.0,0.09245967864990234,0.9720497131347656,7743,1,1746600849.7178557,1746600850.782366
125.0,20.0,0.13095951080322266,1.0241916179656982,7743,2,1746600881.7903185,1746600882.94547
174.0,20.0,0.12375068664550781,1.1946685314178467,7743,3,1746600913.8315105,1746600915.1499302
76.0,20.0,0.08724546432495117,0.9851586818695068,7744,1,1746600851.643653,1746600852.7160578
