prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
76.0,20.0,0.09955501556396484,0.9564688205718994,4803,1,1746598595.6214497,1746598596.6774738
76.0,20.0,0.11664724349975586,0.9485354423522949,4804,1,1746598598.5413086,1746598599.6064918
76.0,20.0,0.11892533302307129,0.9803345203399658,4805,1,1746598601.5599008,1746598602.6591616
76.0,20.0,0.12443280220031738,0.9704222679138184,4806,1,1746598604.4811246,1746598605.5759804
76.0,20.0,0.08960390090942383,0.9645249843597412,4807,1,1746598607.400899,1746598608.4550285
76.0,20.0,0.07946562767028809,0.9862396717071533,4808,1,1746598610.3217094,1746598611.3874156
76.0,20.0,0.10540771484375,0.9640552997589111,4809,1,1746598613.2400143,1746598614.3094778
76.0,20.0,0.1227874755859375,0.979902982711792,4810,1,1746598616.1632078,1746598617.2658987
76.0,20.0,0.1045987606048584,0.9631719589233398,4811,1,1746598619.0831058,1746598620.1508772
76.0,20.0,0.09046244621276855,1.0150253772735596,4812,1,1746598622.0055323,1746598623.1110206
76.0,20.0,0.09116911888122559,0.969214677810669,4813,1,1746598624.9043727,1746598625.9647574
76.0,20.0,0.08639240264892578,0.9771580696105957,4814,1,1746598627.8281372,1746598628.8916883
76.0,20.0,0.08389472961425781,0.9774138927459717,4815,1,1746598630.7490225,1746598631.8103316
76.0,20.0,0.11260843276977539,0.9751150608062744,4816,1,1746598633.6697898,1746598634.7575138
76.0,20.0,0.08645248413085938,0.9638588428497314,4817,1,1746598636.593258,1746598637.64357
76.0,20.0,0.1120445728302002,0.96730637550354,4818,1,1746598639.5178285,1746598640.59718
76.0,20.0,0.07980680465698242,0.9648735523223877,4819,1,1746598593.2115028,1746598594.2561839
125.0,20.0,0.12360429763793945,1.0036470890045166,4819,2,1746598642.5395358,1746598643.6667876
76.0,20.0,0.08396148681640625,0.9798762798309326,4820,1,1746598596.1261199,1746598597.1899583
125.0,20.0,0.10945963859558105,0.9672913551330566,4820,2,1746598645.4160702,1746598646.492822
76.0,20.0,0.10595440864562988,0.9712018966674805,4821,1,1746598599.0437145,1746598600.1208713
125.0,20.0,0.09598827362060547,1.0019402503967285,4821,2,1746598648.3367677,1746598649.4346967
76.0,20.0,0.07676410675048828,0.967559814453125,4822,1,1746598601.9622228,1746598603.0065477
125.0,20.0,0.11706733703613281,0.9739952087402344,4822,2,1746598651.2602606,1746598652.3513236
76.0,20.0,0.08718228340148926,0.9894800186157227,4823,1,1746598604.8840156,1746598605.9606783
125.0,20.0,0.13116073608398438,1.068911075592041,4823,2,1746598654.2454233,1746598655.4454956
76.0,20.0,0.08352065086364746,0.9591789245605469,4824,1,1746598607.805022,1746598608.847722
125.0,20.0,0.09392452239990234,0.9962155818939209,4824,2,1746598657.0719643,1746598658.1621053
76.0,20.0,0.11075425148010254,0.971301794052124,4825,1,1746598610.7241373,1746598611.806194
125.0,20.0,0.1585683822631836,0.979419469833374,4825,2,1746598659.990971,1746598661.1289594
76.0,20.0,0.11698794364929199,0.9768555164337158,4826,1,1746598613.642569,1746598614.736413
125.0,20.0,0.10448384284973145,0.9728198051452637,4826,2,1746598662.915621,1746598663.9929252
76.0,20.0,0.09903669357299805,0.9696369171142578,4827,1,1746598616.5657837,1746598617.634458
125.0,20.0,0.09054017066955566,0.9893186092376709,4827,2,1746598665.8388624,1746598666.9187217
76.0,20.0,0.08153343200683594,0.97344970703125,4828,1,1746598619.4857066,1746598620.5406907
125.0,20.0,0.11325979232788086,0.9762780666351318,4828,2,1746598668.761317,1746598669.8508554
