prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
658,275,0.05895256996154785,4.372958421707153,1746769687.3154848,1746769691.747396
512,332,0.04389524459838867,5.51808762550354,1746769687.4156923,1746769692.9776754
517,267,0.03369426727294922,4.3395164012908936,1746769687.5153193,1746769691.8885303
483,270,0.038988590240478516,4.457449674606323,1746769687.616108,1746769692.1125464
1309,240,0.047867536544799805,3.9678726196289062,1746769687.71598,1746769691.7317204
742,125,0.036803483963012695,1.9303615093231201,1746769687.8159268,1746769689.783092
947,181,0.04342532157897949,2.95585036277771,1746769687.9163194,1746769690.915595
973,244,0.05955815315246582,4.130312204360962,1746769688.0157897,1746769692.2056603
646,51,0.045443058013916016,0.754779577255249,1746769688.116009,1746769688.9162326
267,475,0.04537630081176758,8.687522888183594,1746769688.215865,1746769696.9487646
1179,77,0.0523076057434082,1.167651891708374,1746769688.3156402,1746769689.5356002
306,234,0.041121721267700195,4.05181360244751,1746769688.4156063,1746769692.508542
482,250,0.04637479782104492,4.387636661529541,1746769688.5152462,1746769692.949258
448,262,0.05141472816467285,4.637081861495972,1746769688.6164563,1746769693.3049533
1029,162,0.04552936553955078,2.7659411430358887,1746769688.7156706,1746769691.5271413
199,310,0.039826393127441406,5.599841594696045,1746769688.8158145,1746769694.455483
680,108,0.03452920913696289,1.8152525424957275,1746769688.9163475,1746769690.7661295
731,137,0.04588937759399414,2.3545737266540527,1746769689.0160582,1746769691.4165215
779,460,0.04116177558898926,8.647699356079102,1746769689.1156766,1746769697.804538
845,247,0.05232834815979004,4.452984809875488,1746769689.2158618,1746769693.7211752
323,53,0.04284405708312988,0.8846876621246338,1746769689.3156126,1746769690.2431445
165,130,0.03288435935974121,2.31976056098938,1746769689.4179585,1746769691.770604
1041,297,0.04556393623352051,5.526443719863892,1746769689.5155604,1746769695.0875683
1128,327,0.06479668617248535,6.090956687927246,1746769689.6161554,1746769695.7719088
344,30,0.03417181968688965,0.4913980960845947,1746769689.7175093,1746769690.2430794
899,222,0.03826618194580078,4.071868896484375,1746769689.8171844,1746769693.92732
802,173,0.055170536041259766,3.1614317893981934,1746769689.91879,1746769693.1353927
647,158,0.042807579040527344,2.890791654586792,1746769690.0157611,1746769692.9493606
689,276,0.04606270790100098,5.17538595199585,1746769690.1153805,1746769695.3368294
473,246,0.05116772651672363,4.615338563919067,1746769690.215369,1746769694.8818755
707,321,0.06373953819274902,6.07941746711731,1746769690.3156004,1746769696.4587579
326,134,0.03407764434814453,2.460186004638672,1746769690.415987,1746769692.910251
312,84,0.05072665214538574,1.5272493362426758,1746769690.516059,1746769692.0940351
570,231,0.04061388969421387,4.35192346572876,1746769690.6164145,1746769695.0089521
960,186,0.0478510856628418,3.4781079292297363,1746769690.715951,1746769694.2419105
1188,416,0.0664834976196289,8.054980516433716,1746769690.8159504,1746769698.9374146
887,434,0.04041576385498047,8.433845520019531,1746769690.9158359,1746769699.3900971
424,272,0.04604005813598633,5.172496557235718,1746769691.0160987,1746769696.2346356
501,299,0.05418086051940918,5.74510645866394,1746769691.1158876,1746769696.915175
860,220,0.041390180587768555,4.173819303512573,1746769691.217002,1746769695.4322116
611,120,0.04878830909729004,2.2368412017822266,1746769691.3162208,1746769693.6018505
645,91,0.04009699821472168,1.7048602104187012,1746769691.4175334,1746769693.1624908
972,146,0.06644916534423828,2.7383432388305664,1746769691.5161703,1746769694.320963
466,9,0.045296430587768555,0.13770675659179688,1746769691.6152034,1746769691.7982068
747,253,0.049185752868652344,4.8585450649261475,1746769691.7160835,1746769696.6238146
532,48,0.03645491600036621,0.8898775577545166,1746769691.8173406,1746769692.7436736
453,126,0.043555498123168945,2.3760221004486084,1746769691.9193337,1746769694.3389113
896,433,0.04489254951477051,8.511696338653564,1746769692.0164208,1746769700.57301
743,350,0.06101393699645996,6.845986366271973,1746769692.1157246,1746769699.0227253
886,298,0.04243612289428711,5.7913548946380615,1746769692.2161517,1746769698.049943
586,281,0.05173087120056152,5.4698755741119385,1746769692.3160913,1746769697.837698
1170,112,0.05629920959472656,2.1314268112182617,1746769692.415801,1746769694.6035273
850,205,0.053994178771972656,3.95607852935791,1746769692.5152392,1746769696.5253122
543,272,0.053214311599731445,5.284335136413574,1746769692.6159875,1746769697.9535372
709,327,0.054197072982788086,6.413617134094238,1746769692.715955,1746769699.1837697
965,289,0.05821037292480469,5.6477015018463135,1746769692.819819,1746769698.525731
849,381,0.057073354721069336,7.518613338470459,1746769692.9157338,1746769700.4914207
809,326,0.04998326301574707,6.417541027069092,1746769693.0162358,1746769699.4837604
762,193,0.0404205322265625,3.7558674812316895,1746769693.118787,1746769696.9150753
1560,223,0.05368661880493164,4.3431971073150635,1746769693.2154179,1746769697.6123018
874,261,0.04420161247253418,5.13176155090332,1746769693.3158307,1746769698.491794
1139,302,0.05051064491271973,5.976184129714966,1746769693.4156656,1746769699.4423606
1229,162,0.04718279838562012,3.1707966327667236,1746769693.5152915,1746769696.7332711
708,391,0.036643266677856445,7.8266682624816895,1746769693.6179383,1746769701.48125
747,318,0.07898616790771484,6.321157932281494,1746769693.7162097,1746769700.1163542
1528,51,0.061423301696777344,0.9876284599304199,1746769693.8158126,1746769694.8648648
567,150,0.053694963455200195,2.9387943744659424,1746769693.9153798,1746769696.9078693
742,301,0.054764747619628906,5.990082502365112,1746769694.0159519,1746769700.0607996
713,254,0.048699378967285156,5.033002138137817,1746769694.1161058,1746769699.1978076
1414,189,0.06532120704650879,3.7109904289245605,1746769694.2160702,1746769697.9923823
