prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.17586517333984375,14.623732328414917,1746539923.678463,1746539938.478063
543,332,0.17223310470581055,17.778153896331787,1746539925.6793013,1746539943.629689
550,286,0.16058754920959473,15.382591962814331,1746539927.678499,1746539943.2216792
499,270,0.21642255783081055,13.737161874771118,1746539929.6794567,1746539943.6330414
1341,240,0.5216405391693115,12.79117751121521,1746539931.6791208,1746539944.991939
765,125,0.14913463592529297,6.378241539001465,1746539933.679418,1746539940.2067957
981,181,0.20622038841247559,9.213132858276367,1746539935.678851,1746539945.0982046
968,244,0.2754182815551758,13.050933122634888,1746539937.6788173,1746539951.005169
673,51,0.28575778007507324,2.59163236618042,1746539939.6784768,1746539942.5558672
311,475,0.17006850242614746,23.553568124771118,1746539941.6788907,1746539965.4025278
1209,77,0.23773956298828125,4.050564527511597,1746539943.6789317,1746539947.967236
341,136,0.1116032600402832,7.178852081298828,1746539945.6791308,1746539952.9695864
517,250,0.23660540580749512,13.096458911895752,1746539947.6790183,1746539961.012083
477,262,0.15108919143676758,13.886034965515137,1746539949.6787002,1746539963.7158248
1056,162,0.16591835021972656,8.446792840957642,1746539951.678971,1746539960.2916827
222,310,0.14920616149902344,16.386938095092773,1746539953.6794763,1746539970.2156212
708,108,0.1330564022064209,5.606623888015747,1746539955.6784034,1746539961.418084
763,137,0.17751741409301758,7.25900936126709,1746539957.679022,1746539965.115549
818,460,0.13157320022583008,23.696460723876953,1746539959.6787834,1746539983.5068176
875,247,0.3509037494659424,12.899343490600586,1746539961.6792238,1746539974.9294715
348,40,0.10945963859558105,1.9946649074554443,1746539963.6792948,1746539965.7834198
190,130,0.10314083099365234,6.812458276748657,1746539965.679175,1746539972.5947745
1071,297,0.41234350204467773,15.21376919746399,1746539967.6788673,1746539983.3049803
1184,327,0.2787158489227295,17.508224964141846,1746539969.6784303,1746539987.4653714
377,30,0.1503596305847168,1.4798355102539062,1746539971.6785946,1746539973.3087902
924,222,0.17568612098693848,11.976497411727905,1746539973.6787224,1746539985.8309064
826,173,0.36167216300964355,9.184594631195068,1746539975.6787207,1746539985.2249877
696,158,0.3108847141265869,8.250150918960571,1746539977.679316,1746539986.240352
717,276,0.28667497634887695,14.176323413848877,1746539979.6788566,1746539994.1418552
507,246,0.23394513130187988,12.946894645690918,1746539981.678581,1746539994.8594213
816,321,0.3284580707550049,16.178762912750244,1746539983.6794136,1746540000.1866348
351,134,0.1511540412902832,6.974189758300781,1746539985.6791675,1746539992.8045115
340,84,0.12901568412780762,4.383659839630127,1746539987.678861,1746539992.191537
593,231,0.18176698684692383,12.375823974609375,1746539989.6787343,1746540002.2363257
982,186,0.19992923736572266,9.996026992797852,1746539991.6794605,1746540001.875417
1214,416,0.2569727897644043,22.018887281417847,1746539993.6789656,1746540015.9548259
899,434,0.3588898181915283,22.78971004486084,1746539995.678356,1746540018.826956
450,272,0.18815159797668457,13.938706159591675,1746539997.679356,1746540011.806214
535,250,0.17675185203552246,13.123253345489502,1746539999.6792915,1746540012.979297
898,250,0.16489219665527344,12.797751426696777,1746540001.6790733,1746540014.6417172
633,120,0.26511621475219727,6.219648122787476,1746540003.6788354,1746540010.1636
686,101,0.1911931037902832,5.16331148147583,1746540005.6785283,1746540011.0330331
1000,146,0.2612423896789551,7.394421577453613,1746540007.678712,1746540015.334376
487,9,0.13581538200378418,0.41169214248657227,1746540009.6789453,1746540010.226453
782,253,0.11322760581970215,13.15781283378601,1746540011.679101,1746540024.9501417
558,43,0.11459660530090332,2.161447286605835,1746540013.6789012,1746540015.9549453
488,129,0.1926741600036621,6.566595792770386,1746540015.6787164,1746540022.4379866
926,433,0.22348666191101074,23.335368394851685,1746540017.678894,1746540041.2377493
780,350,0.2379465103149414,18.716281414031982,1746540019.6785595,1746540038.6327877
920,298,0.3532402515411377,15.125861167907715,1746540021.6784189,1746540037.157521
614,281,0.2595977783203125,14.373054504394531,1746540023.6788957,1746540038.3115485
1204,112,0.16691017150878906,6.220085620880127,1746540025.6790018,1746540032.065998
889,195,0.3695075511932373,10.48093318939209,1746540027.6787171,1746540038.529158
578,272,0.280789852142334,14.904308319091797,1746540029.678455,1746540044.8635538
738,327,0.1787562370300293,18.257423400878906,1746540031.6792057,1746540050.1153858
997,289,0.17768120765686035,16.204562187194824,1746540033.679314,1746540050.0615578
879,381,0.1890430450439453,21.805126905441284,1746540035.6792874,1746540057.6734576
844,326,0.32785773277282715,16.5331552028656,1746540037.679324,1746540054.5403373
775,193,0.309309720993042,10.908053874969482,1746540039.6789842,1746540050.8963482
1596,223,0.1600346565246582,13.107954740524292,1746540041.6787539,1746540054.9467437
895,261,0.3500490188598633,15.21609115600586,1746540043.6791446,1746540059.245285
1172,302,0.40480518341064453,17.66392493247986,1746540045.6787436,1746540063.747474
1218,162,0.4430985450744629,8.10014271736145,1746540047.6792433,1746540056.2224848
739,391,0.3276500701904297,23.378215074539185,1746540049.6789541,1746540073.3848195
810,318,0.35497570037841797,18.981284618377686,1746540051.6789756,1746540071.0152361
1556,51,0.5279052257537842,2.790630578994751,1746540053.679209,1746540056.997745
602,150,0.27336835861206055,8.62585186958313,1746540055.6789465,1746540064.5781672
778,206,0.31644415855407715,12.289180994033813,1746540057.679045,1746540070.2846704
742,254,0.2969193458557129,15.007405042648315,1746540059.6789591,1746540074.9832838
1443,189,0.5577106475830078,11.09643840789795,1746540061.6786058,1746540073.332755
541,294,0.21916627883911133,14.405826807022095,1746540063.6789062,1746540078.3038998
