prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
76.0,20.0,0.10572052001953125,0.969883918762207,5203,1,1746573408.0400612,1746573409.115666
76.0,20.0,0.10875082015991211,0.9861414432525635,5204,1,1746573410.8500245,1746573411.944917
76.0,20.0,0.11100435256958008,0.9869401454925537,5205,1,1746573413.5582004,1746573414.6561453
76.0,20.0,0.10142230987548828,0.9837439060211182,5206,1,1746573416.267938,1746573417.3531046
76.0,20.0,0.09074544906616211,0.9824411869049072,5207,1,1746573418.9772599,1746573420.050447
76.0,20.0,0.08762717247009277,0.977776288986206,5208,1,1746573421.6851366,1746573422.7505403
76.0,20.0,0.09142708778381348,0.9671659469604492,5209,1,1746573424.3942487,1746573425.4528422
76.0,20.0,0.09174060821533203,0.9861674308776855,5210,1,1746573427.1036034,1746573428.1815116
76.0,20.0,0.11301851272583008,0.962183952331543,5211,1,1746573429.8134952,1746573430.8886979
76.0,20.0,0.08346986770629883,0.9874081611633301,5212,1,1746573432.5214903,1746573433.5923688
76.0,20.0,0.08837580680847168,0.986008882522583,5213,1,1746573435.2308567,1746573436.3052416
76.0,20.0,0.09977030754089355,0.960641622543335,5214,1,1746573437.9879189,1746573439.0483313
76.0,20.0,0.09808039665222168,0.9615092277526855,5215,1,1746573440.6969318,1746573441.7565217
76.0,20.0,0.06928443908691406,0.9800398349761963,5216,1,1746573443.40762,1746573444.4569445
76.0,20.0,0.07014989852905273,0.952185869216919,5217,1,1746573446.119024,1746573447.14136
76.0,20.0,0.10873198509216309,0.9811427593231201,5218,1,1746573448.8273177,1746573449.9171927
76.0,20.0,0.06986737251281738,0.9518654346466064,5219,1,1746573405.8345628,1746573406.8562958
125.0,20.0,0.09373092651367188,1.0164825916290283,5219,2,1746573451.6362793,1746573452.746493
76.0,20.0,0.11730146408081055,0.9711654186248779,5220,1,1746573408.5412621,1746573409.6297293
125.0,20.0,0.09209275245666504,0.9989748001098633,5220,2,1746573454.345057,1746573455.436125
76.0,20.0,0.0814974308013916,0.9791450500488281,5221,1,1746573411.2508545,1746573412.3114972
125.0,20.0,0.10287642478942871,1.0191175937652588,5221,2,1746573457.0533562,1746573458.1753504
76.0,20.0,0.07011651992797852,0.9877369403839111,5222,1,1746573413.9591568,1746573415.0170105
125.0,20.0,0.06985044479370117,0.9855170249938965,5222,2,1746573459.761736,1746573460.8171036
76.0,20.0,0.11226892471313477,0.9855496883392334,5223,1,1746573416.6701217,1746573417.7679408
125.0,20.0,0.09538936614990234,1.00008225440979,5223,2,1746573462.4719336,1746573463.5674055
76.0,20.0,0.11018037796020508,0.9630193710327148,5224,1,1746573419.3781726,1746573420.4513726
125.0,20.0,0.08418726921081543,1.0075721740722656,5224,2,1746573465.1810088,1746573466.2727687
76.0,20.0,0.1142723560333252,0.9637243747711182,5225,1,1746573422.0862303,1746573423.1642275
125.0,20.0,0.11340928077697754,1.0070388317108154,5225,2,1746573467.8080997,1746573468.928548
76.0,20.0,0.11065411567687988,0.9855597019195557,5226,1,1746573424.7962494,1746573425.8924634
125.0,20.0,0.11751413345336914,1.0158154964447021,5226,2,1746573470.5166636,1746573471.6499934
76.0,20.0,0.08028936386108398,0.9607887268066406,5227,1,1746573427.5056138,1746573428.5466921
125.0,20.0,0.09656405448913574,0.9882490634918213,5227,2,1746573473.2246947,1746573474.309508
76.0,20.0,0.09898996353149414,0.9871687889099121,5228,1,1746573430.2143512,1746573431.3005102
125.0,20.0,0.11018109321594238,0.9962625503540039,5228,2,1746573475.9336646,1746573477.0401084
76.0,20.0,0.10714983940124512,0.9867281913757324,5229,1,1746573432.9228923,1746573434.0167706
125.0,20.0,0.09377813339233398,0.9868752956390381,5229,2,1746573478.643687,1746573479.7243407
76.0,20.0,0.07519412040710449,0.9626927375793457,5230,1,1746573435.679321,1746573436.7172084
125.0,20.0,0.12732863426208496,0.9900190830230713,5230,2,1746573481.455048,1746573482.5723963
76.0,20.0,0.1110222339630127,0.9696621894836426,5231,1,1746573438.388912,1746573439.4695969
125.0,20.0,0.09744381904602051,1.0237085819244385,5231,2,1746573484.1653218,1746573485.2864745
76.0,20.0,0.09180235862731934,0.98575758934021,5232,1,1746573441.0979087,1746573442.1754692
125.0,20.0,0.0889749526977539,1.0091276168823242,5232,2,1746573486.8731964,1746573487.9712992
